IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacaoemIESInternacional,UltimaFiliacaoInter,UltimaFiliacaoBR
3450354981269508,3,0,ENGENHARIAS,1,1,2,COCA COLA FEMSA; CEMENTOS DE MEXICO; ITALCOL; {UE} DE CAMPINAS; {U} INDUSTRIAL DE SANTANDER; CATARSE,CATARSE,UNIVERSIDAD ,0,
3450355380659938,3,0,CIENCIAS EXATAS E DA TERRA,0,26,9,{U} PARANAENSE; COLEGIO NOBEL S A; COLEGIO NOVA GERACAO; CARTONAGEM CIDADE VERDE; CURSO PRE VESTIBULAR ANGRA; CAMPANHA NACIONAL DAS {E}S DA COMUNIDADE; COLEGI FRANCISCANO NOSSA SENHORA DO CARMO; PROFESSOR DO ESTADO DO PARANA; {U} TECNOLOGICA FEDERAL DO PARANA; {UE} DE MARINGA; {U} DE SAO PAULO,{U} DE SAO PAULO,0,0,55
3450356873175119,4,1,CIENCIAS SOCIAIS APLICADAS,1,5,10,FUTURA; PROGRAMA DE ENSINO TUTORIAL; FEDERACAO DAS INDUSTRIAS DE MINAS GERAIS REGIONAL ALTO PARANAIBA; {UF} DE UBERLANDIA; FUCAMP FACIHUS {FC} HUMANAS E SOCI; {U} PRESIDENTE ANTONIO CARLOS; {IF} GOIANO; {IF} DO TRIANGULO MINEIRO; IFTM,{IF} DO TRIANGULO MINEIRO; IFTM,0,0,3165
3450519007526533,4,1,CIENCIAS EXATAS E DA TERRA; CIENCIAS AGRARIAS,1,12,14,{ES} DE AGRICULTURA LUIZ DE QUEIROZ; {UE} PAULISTA JULIO DE MESQUITA FILHO; BIONATA INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA; {UE} DE CAMPINAS; {U} DE SAO PAULO; CIENCIA E TECNOLOGIA DE ALIMENTOS IMPRESSO; REVISTA CIENCIAS EXATAS E NATURAIS IMPRESSO; {F} DE SAUDE PUBLICA {U} DE SAO PAULO; {U} NOVE DE JULHO; {I} DO DESENVOLVIMENTO DE PANIFICACAO E CONFEITARIA; COLEGIO ANGLO LEONARDO DA VINCI,COLEGIO ANGLO LEONARDO DA VINCI,0,0,
3450542816526265,5,1,CIENCIAS HUMANAS,0,1,17,{I} PRESBITERIANO MACKENZIE; {CU} SANTANNA; {U} DO GRANDE ABC; {F} SANTANNA DE SALTO; {I} SUMARE DE EDUCACAO SUPERIOR; NATUREZA HUMANA CESSOU EM CONT ISSN NATUREZA HUMANA ONLI; {F} SUMARE; PSICOLOGIA REVISTA; {I} DE PSIQUIATRIA DA {F} DE MEDICINA DA USP; {U} DE SAO PAULO,{U} DE SAO PAULO,0,0,55
3450603061739630,2,0,CIENCIAS HUMANAS; CIENCIAS SOCIAIS APLICADAS,1,10,4,O GRUPO DE ARTILHARIA DE CAMPANHA AUTOPROPULSADO; O BATALHAO DE SUPRIMENTO; A INSPETORIA DE CONTABILIDADE E FINANCAS DO EXERCITO; {E} DE APERFEICOAMENTO DE OFICIAIS DO EXERCITO; ACADEMIA MILITAR DAS AGULHAS NEGRAS; {E} DE COMANDO E ESTADO MAIOR DO EXERCITO; CIRCULO MILITAR DA PRAIA VERMELHA; CONVENCAO NACIONAL DAS ASSEMBLEIAS DE DEUS; COLECAO MEIRA MATTOS REVISTA DAS CIENCIAS MILITARES ONLINE; COLECAO MEIRA MATTOS REVISTA DAS CIENCIAS MILITARES IMPRESSA; ESCUELA DE COMANDO Y ESTADO MAYOR DE LAS FUERZAS ARMADAS DE EL SALVADOR; EXERCITO BRASILEIRO; REVISTA DA {ES} DE GUERRA,ESCUELA DE COMANDO Y ESTADO MAYOR DE LAS FUERZAS ARMADAS DE EL SALVADOR; REVISTA DA {ES} DE GUERRA,0,0,
3450630920765776,5,1,CIENCIAS AGRARIAS; CIENCIAS EXATAS E DA TERRA,1,8,9,{UF} DE SANTA CATARINA; {I} OCEANOGRAFICOUSP; FUNDACAO DE AMPARO A PESQUISA DO ESPIRITO SANTO; BRAZILIAN JOURNAL OF BIOLOGY ONLINE; BOLETIM DO {I} DE PESCA ONLINE; {U} DE SAO PAULO,BOLETIM DO {I} DE PESCA ONLINE,0,0,
3450650010896258,3,1,LINGUISTICA LETRAS E ARTES,0,1,3,,,0,0,
3450690510766422,5,1,LINGUISTICA LETRAS E ARTES,0,1,5,{U} DE FRANCA; FUNDACAO LOGOSOFICA; {E} SOLUCAO; GUILHERME ELETRONICOS; O LITERATO; JORNAL LOGOSOFICO,{U} DE FRANCA,0,0,496
3450720474559096,4,1,CIENCIAS AGRARIAS; CIENCIAS HUMANAS,0,28,24,{UF} DO PARA; CENTRE DE COOPERATION INTERNATINALE EN RECHERCHE AGRONOMIQUE POUR LE DEVELO; DESENVOLVIMENTO E MEIO AMBIENTE; LA RECHERCHE AGRONOMIQUE POUR LE DEVELOPPEMENT; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE; {U} DE BRASILIA,{U} DE BRASILIA,0,0,2
3450747273906739,5,1,CIENCIAS HUMANAS,1,1,5,FUNDACAO {F} DE EDUCACAO CIENCIAS E LETRAS DE IRATI; {UE} DO CENTRO OESTE,{UE} DO CENTRO OESTE,0,0,1126
3450756019036388,5,0,CIENCIAS BIOLOGICAS,1,8,16,{UF} DO PARA; MUSEU PARAENSE EMILIO GOELDI; CENTRO DE ENSINO UNIVERSITARIO DO MARANHAO; {UF} DO MARANHAO; {UF} DO RIO GRANDE DO NORTE; SECRETARIA DE ESTADO DA EDUCACAO DO ESTADO DO MARANHAO; FUNDACAO DE AMPARO A PESQUISA AO DESENVOLV CIENTIFICO E TECNOLOGICO MA; BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY; FUNDACAO DE AMPARO A PESQUISA E AO DESENVOLVIMENTO CIENTIFICO DO MARANHAO; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO; INTERNATIONAL JOURNAL OF PRIMATOLOGY; FOLIA PRIMATOLOGICA; THE RUFFORD FOUNDATION UK; PESQUISA E ENSINO EM CIENCIAS EXATAS E DA NATUREZA,PESQUISA E ENSINO EM CIENCIAS EXATAS E DA NATUREZA,0,0,
3450763604885566,4,1,CIENCIAS AGRARIAS,1,21,5,BIOSCIENCE JOURNAL; CIENCIA RURAL,,0,0,
3450799787813645,4,1,CIENCIAS HUMANAS,1,4,7,,,0,0,
3450847631355213,4,0,CIENCIAS BIOLOGICAS; CIENCIAS AGRARIAS,1,19,10,{UF} DE PERNAMBUCO; {U} DE SAO PAULO; {UF} RURAL DE PERNAMBUCO; DIRECT RESEARCH JOURNAL OF BIOLOGY AND BIOTECHNOLOGY; ISSUES IN BIOLOGICAL SCIENCES AND PHARMACEUTICAL RESEARCH; GLOBAL JOURNAL OF SCIENCE FRONTIER RESEARCH; THE SCIENTIFIC PAGES OF HORTICULTURE,DIRECT RESEARCH JOURNAL OF BIOLOGY AND BIOTECHNOLOGY; ISSUES IN BIOLOGICAL SCIENCES AND PHARMACEUTICAL RESEARCH; GLOBAL JOURNAL OF SCIENCE FRONTIER RESEARCH; THE SCIENTIFIC PAGES OF HORTICULTURE,0,0,
3450865697987896,4,1,CIENCIAS HUMANAS,1,22,15,{UE} DE MARINGA; SECRETARIA DE ESTADO DE EDUCACAO; SECRETARIA DE EDUCACAO DO MUNICIPIO DE MARINGA; COLEGIO SANTO INACIO,{UE} DE MARINGA,0,0,57
3450894581420980,4,0,ENGENHARIAS,1,1,4,,,0,0,
3450906147431993,4,0,,0,3,10,{UF} DO RIO DE JANEIRO; FUNDACAO EDUCACIONAL UNIFICADA CAMPOGRANDENSE; {UE} DO RIO DE JANEIRO; KHORA REVISTA TRANSDICIPLINAR; ESTUDOS DE LITERATURA BRASILEIRA CONTEMPORANEA,KHORA REVISTA TRANSDICIPLINAR,0,0,
3450927085486630,3,1,CIENCIAS DA SAUDE; CIENCIAS BIOLOGICAS,0,3,7,{UF} DO PARANA; {U} CATOLICA DE SANTOS; PREFEITURA MUNICIPAL DE SANTOS; PREFEITURA DO MUNICIPIO DE BERTIOGA; LEOPOLDIANUM UNISANTOS,LEOPOLDIANUM UNISANTOS,0,0,227
3450964863354538,4,1,CIENCIAS DA SAUDE,1,14,7,{UF} DO PARA; OROCENTRO; ASSOCIACAO BRASILEIRA DE ODONTOLOGIA PARA; HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS; {F} DE ODONTOLOGIA DE BAURU {U} DE SAO PAULO; {F} DE ODONTOLOGIA DE BAURU USP; UNINGA BAURU; {F} MAURICIO DE NASSAU BELEM QUINTINO; CLINICA INTEGRADA SANTO EXPEDITO; CROM; {FIS} BRASIL AMAZONIA; HOSPITAL GERAL DE BELEM EXERCITO BRASILEIRO; {CU} FIBRA; {FI} DA AMAZONIA,{FI} DA AMAZONIA,0,0,21877
3450969243681839,2,0,CIENCIAS DA SAUDE,1,40,5,DOCUMENTA CENTRO AVANCADO DE DIAGNOSTICO POR IMAGEM HOSPITAL SAO FRANCISCO; SERIMAGEM SANTA CASA DE SERTAOZINHO; AMERICAN JOURNAL OF NEURORADIOLOGY; HOSPITAL DA CLINICAS DA {F} DE MEDICINA DE RIBEIRAO PRETO; {I} ISRAELITA DE ENSINO E PESQUISA ALBERT EINSTEIN; CENTRO DE NEURO ANGIOGRAFIA; CLINICS USP IMPRESSO; FUNDACAO CENTRO MEDICO CAMPINAS,CENTRO DE NEURO ANGIOGRAFIA,0,0,
3450976382451087,4,0,CIENCIAS BIOLOGICAS,1,7,7,{UF} DO RIO DE JANEIRO; UNIVERSITATSMEDIZIN GOTTINGEN; MAX PLANCK {I} MOLECULAR CELL BIOLOGY AND GENETICS; SCIENTIFIC REPORTS,MAX PLANCK {I} MOLECULAR CELL BIOLOGY AND GENETICS; SCIENTIFIC REPORTS,UNIVERSITAT,0,
3451039586693635,4,1,CIENCIAS EXATAS E DA TERRA,1,4,5,SENAI MARIO AMATO,SENAI MARIO AMATO,0,0,1286;1763;1195
3451104267283303,5,0,,0,1,5,{U} SURREY,,@{U} SURREY,0,
3451107920463630,2,0,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,0,20,7,{UF} DE MINAS GERAIS; {F} DE MEDICINA DA {UF} DE MINAS GERAIS; {I} MARIO PENNA; {F} DE MEDICINA DA UNINCOR; HOSPITAL UNIVERSITARIO RISOLETA TOLENTINO NEVES; PREFEITURA MUNICIPAL DE RIO ACIMA; HOSPITAL DAS CLINICAS DA UFMG; BARROW NEUROLOGICAL {I}; FUNDACAO ASSISTENCIA MEDICA URGENCIA DE CONTAGEM; FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS; UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MEDICO,HOSPITAL DAS CLINICAS DA UFMG,0,0,575
3451129398670501,4,1,CIENCIAS HUMANAS; CIENCIAS SOCIAIS APLICADAS,1,4,6,{UF} DA BAHIA; UNIVERSITA DEGLI STUDI DI MILANO; FONDAZIONE GIANGIACOMO FELTRINELLI; POLIS LOMBARDIA; CENTRO INVESTIGACIONES ECONOMIA INTERNACIONAL {U} LA HABANA; PLOS ONE,PLOS ONE,UNIVERSITA ,0,
3451130917704584,5,0,CIENCIAS DA SAUDE; CIENCIAS BIOLOGICAS,1,18,8,AO PHARMACEUTICO; EMPORIO PHARMACEUTICO; BRANFAR; {UE} DE CAMPINAS; SENNE LIQUOR DIAGNOSTICOS; SCENTRYPHAR PESQUISA CLINICA; ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA,SENNE LIQUOR DIAGNOSTICOS,0,0,
3451134794633517,3,1,CIENCIAS BIOLOGICAS,0,48,18,INSTITUT PASTEUR; {I} ISRAELITA DE ENSINO E PESQUISA ALBERT EINSTEIN; BMC GENOMICS; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO; BMC CANCER ONLINE; DNA AND CELL BIOLOGY; JOURNAL OF ORAL PATHOLOGY AMP MEDICINE ONLINE; JOURNAL OF TRANSLATIONAL MEDICINE ONLINE; BMC IMMUNOLOGY ONLINE; FUNDACAO DE APOIO A PESQUISA DO DISTRITO FEDERAL; MEDICINE BALTIMORE; FRONTIERS IN MICROBIOLOGY; PLOS ONE; ONCOTARGETS AND THERAPY; BMC MICROBIOLOGY; SCIENTIFIC REPORTS,BMC MICROBIOLOGY; SCIENTIFIC REPORTS,0,0,
3451181246132135,4,1,CIENCIAS AGRARIAS,1,17,15,MATSUDA MINAS COM IND LTDA; RHOBIFARMA LTDA; MEDVEP REVISTA CIENTIFICA DE MEDICINA VETERINARIA PEQUENOS ANIMAIS E ANIM; FARMINA PET FOODS BRASIL LTDA,FARMINA PET FOODS BRASIL LTDA,0,0,
3451219035343629,3,1,CIENCIAS HUMANAS; LINGUISTICA LETRAS E ARTES,0,8,1,GOVERNO DO ESTADO DO MATO GROSSO; {CU} DE VARZEA GRANDE; {F} DE CUIABA; SENAC; {UF} DE MATO GROSSO; FUNDACAO UNISELVA; REVELL REVISTA DE ESTUDOS LITERARIOS DA UEMS; REVISTA DOCENCIA DO ENSINO SUPERIOR; IFMT,IFMT,0,0,3164
3451242467866008,3,0,CIENCIAS EXATAS E DA TERRA,0,1,3,{UF} DE PERNAMBUCO; PETROBRAS; SUPERINTENDENCIA DO DESENVOLVIMENTO DO NORDESTE; CIA T JANER COMERCIO E INDUSTRIA; DIRETORIA DE ADMINISTRACAO DE INCENTIVOS,{UF} DE PERNAMBUCO,0,0,580
3451312680409846,4,0,CIENCIAS HUMANAS,1,5,13,CENTRO DE POS GRADUACAO PESQUISA E EXTENSAO BAGOZZI; CENTRO DE EDUCACAO POPULAR; {I} DE DEFESA DOS DIREITOS HUMANOS; {IS} DE ADMINISTRACAO; HOSPITAL ESPIRITA DE PSIQUIATRIA BOM RETIRO; SERVICO DE ASSESSORIA A ORGANIZACOES POPULARES RURAIS; UNIAO METROPOLITANA DE ENSINO; {I} AGROFLORESTAL BERNARDO HAKVOORT; SECRETARIA DE EST DA CRIANCA E DA JUVENTUDE DO PARANA; {UF} DO PARANA; DIRETORIO CENTRAL DOS ESTUDANTES UFPR; CENTRO ACADEMICO DE PSICOLOGIA; {UE} DO CENTRO OESTE; SECRETARIA DE ESTADO DO TRABALHO EMPREGO E PROMOCAO SOCIAL DO PARANA; FUNDACAO DE PESQUISAS FLORESTAIS DO PARANA; FUNDACAO DA UFPR PARA O DESENVOLVIMENTO DA CIENCIA TECNOLOGIA E CULTURA; {I} OFICINA DE EST PESQ E ASS PARA O DESENV LOCAL SUSTENTAVEL; AMBIENS SOCIEDADE COOPERATIVA; FAE {CU}; {UF} DO ESPIRITO SANTO; REVISTA SIMBIOTICA; SOCIOLOGIAS PLURAIS,REVISTA SIMBIOTICA; SOCIOLOGIAS PLURAIS,0,0,
3451415303086810,3,1,CIENCIAS DA SAUDE,1,13,6,{U} CIDADE DE SAO PAULO; {U} DE SAO PAULO; {U} PAULISTA; FISIOTERAPIA E PESQUISA; {U} MUNICIPAL DE SAO CAETANO DO SUL; {U} DE GUARULHOS; {F} INSPIRAR; {U} ANHANGUERA DE SAO PAULO; {FIS} DE CIENCIAS HUMANAS SAUDE E EDUCACAO DE GUARULHOS,{U} ANHANGUERA DE SAO PAULO; {FIS} DE CIENCIAS HUMANAS SAUDE E EDUCACAO DE GUARULHOS,0,0,457;3432
3451416618616211,3,0,CIENCIAS SOCIAIS APLICADAS,0,30,19,{U} DE SAO PAULO; {FC} ECONOMICAS DE SAO PAULO; {UE} DE MARINGA; ESTUDOS ECONOMICOS {I} DE PESQUISAS ECONOMICAS; REVISTA DE ECONOMIA APLICADA; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; PESQUISA E PLANEJAMENTO ECONOMICO RIO DE JANEIRO; REVISTA DE ECONOMIA E SOCIOLOGIA RURAL; ECONOMIA APLICADA IMPRESSO; CONSELHO MUNICIPAL DE EDUCACAO DE RIBEIRAO PRETO,CONSELHO MUNICIPAL DE EDUCACAO DE RIBEIRAO PRETO,0,0,
3451432930442475,4,1,CIENCIAS BIOLOGICAS,1,13,4,PREFEITURA MUNICIPAL DE ITAJUBA; GARCIA MONACO CONSULTORIA AMBIENTAL; CHEMOSPHERE ; TRENDS IN FOOD SCIENCE AMP TECHNOLOGY; ACTA LIMNOLOGICA BRASILIENSIA,CHEMOSPHERE ; TRENDS IN FOOD SCIENCE AMP TECHNOLOGY; ACTA LIMNOLOGICA BRASILIENSIA,0,0,
3451466269572749,4,0,CIENCIAS EXATAS E DA TERRA,1,60,18,{U} DE SAO PAULO; QUIMICA NOVA; {UF} DE JUIZ DE FORA; ANALYTICAL METHODS ; CHEMICAL COMMUNICATIONS LONDON PRINT; JOURNAL OF MATERIALS CHEMISTRY PRINT; ANALYTICA CHIMICA ACTA ONLINE; ELECTROCHIMICA ACTA; JOURNAL OF MOLECULAR STRUCTURE PRINT; INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY PRINT; PCCP PHYSICAL CHEMISTRY CHEMICAL PHYSICS PRINT; SPECTROCHIMICA ACTA PART A MOLECULAR AND BIOMOLECULAR SPECTROSCOPY PRINT; INDUSTRIAL AMP ENGINEERING CHEMISTRY RESEARCH; RSC ADVANCES; SENSORS AND ACTUATORS B CHEMICAL; JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY; ANALYST LONDON PRINT; NEW JOURNAL OF CHEMISTRY; SCIENTIFIC REPORTS; ORBITAL THE ELECTRONIC JOURNAL OF CHEMISTRY; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; FUNDACAO DE AMPARO A CIENCIA E TECNOLOGIA DO ESTADO DE PERNAMBUCO; PROCESS BIOCHEMISTRY; JOURNAL OF RAMAN SPECTROSCOPY; JOURNAL OF MATERIALS SCIENCE; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO; JOURNAL OF VISUALIZED EXPERIMENTS; JOURNAL OF PHYSICAL CHEMISTRY C; PLOS ONE; VIBRATIONAL SPECTROSCOPY PRINT; SOCIEDADE BRASILEIRA DE QUIMICA; JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A CHEMISTRY,{UF} DE JUIZ DE FORA; SOCIEDADE BRASILEIRA DE QUIMICA,0,0,576
3451490658153172,3,1,CIENCIAS HUMANAS; CIENCIAS DA SAUDE,0,34,5,CENTRO MUNICIPAL DE SAUDE CLEMENTINO FRAGA; {UE} DE CAMPINAS; {F} DE ODONTOLOGIA DE PIRACICABA UNICAMP; ASSOCIACAO BRAS DE ODONTOLOGIA RS; {U} SALGADO DE OLIVEIRA; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR; INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY; {F} SAO JOSE; ACADEMIA DE ODONTOLOGIA DO ESTADO DO RIO DE JANEIRO; {U} SANTA URSULA,{U} SANTA URSULA,0,0,240
3451537323909150,4,1,CIENCIAS HUMANAS,1,19,9,PREFEITURA MUNICIPAL DE UBERABA; CENTRO DE EDUCACAO BEM ME QUER; CENTRO DE FORMACAO DE EDUCADORES; {E} ESTADUAL FELICIO DE PAIVA; {E} ESTADUAL BRASIL; {U} DE UBERABA; {UF} DO TRIANGULO MINEIRO; {IF} DO TRIANGULO MINEIRO; REVISTA OBUTCHENIE; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,{UF} DO TRIANGULO MINEIRO,0,0,597
3451586895462990,5,1,CIENCIAS BIOLOGICAS,1,29,9,,,0,0,
3451610767471671,4,1,CIENCIAS HUMANAS,1,35,17,{UF} DO ESTADO DO RIO DE JANEIRO; {PUC} DO RIO DE JANEIRO; JARDIM {E} MENINO JESUS DE PRAGA; {U} ESTACIO DE SA; {U} CANDIDO MENDES; {F} GAMA E SOUZA; REVISTA META AVALIACAO CESGRANRIO; EDUCACAO E CULTURA CONTEMPORANEA; REVISTA PERSPECTIVAS ONLINE HUMANAS E SOCIAIS APLICADAS; SERIE ESTUDOS UCDB; REVISTA ENSAIO AVALIACAO E POLITICAS PUBLICAS EM EDUCACAO; EDUCAR EM REVISTA; SECRETARIA ESTADUAL DE EDUCACAO DO RIO DE JANEIRO; ASSOCIACAO NACIONAL DE POLITICA E ADMINISTRACAO DA EDUCACAO DO ESTADO DO RI,{UF} DO ESTADO DO RIO DE JANEIRO; SECRETARIA ESTADUAL DE EDUCACAO DO RIO DE JANEIRO; ASSOCIACAO NACIONAL DE POLITICA E ADMINISTRACAO DA EDUCACAO DO ESTADO DO RI,0,0,693
3451622343560365,5,0,CIENCIAS HUMANAS,0,19,18,{U} DO VALE DO RIO DOS SINOS; {U} LA SALLE CANOAS; {IS} DE FILOSOFIA BERTHIER; FUNDACAO CULTURAL E ASSISTENCIAL; LINHAS CRITICAS UNB,LINHAS CRITICAS UNB,0,0,2
3451628262694747,4,1,CIENCIAS EXATAS E DA TERRA,1,49,19,INT JOURNAL OF COMPUTATIONAL INTELLIGENCE AND APPLICATIONS; GENETICS AND MOLECULAR RESEARCH; {IC} MATEMATICAS E DE COMPUTACAO; ARTIFICIAL INTELLIGENCE IN MEDICINE; {UF} DO ABC; PATTERN RECOGNITION; PATTERN RECOGNITION LETTERS; JOURNAL OF INTELLIGENT INFORMATION SYSTEMS; TEMA TENDENCIAS EM MATEMATICA APLICADA E COMPUTACIONAL; PESQUISA OPERACIONAL; ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS; INFORMATION SCIENCES; IEEE GEOSCIENCE AND REMOTE SENSING LETTERS PRINT; IEEE TRANSACTIONS ON NEURAL NETWORKS; COMPUTER JOURNAL PRINT; INTERNATIONAL JOURNAL OF SWARM INTELLIGENCE AND EVOLUTIONARY COMPUTATION; APPLIED SOFT COMPUTING PRINT; COMPUTER SCIENCE AND INFORMATION SYSTEMS; APPLIED MATHEMATICS AND COMPUTATION; INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS; {UF} DE SAO PAULO; REVISTA CIENCIAS EXATAS E NATURAIS IMPRESSO; JOURNAL OF THE BRAZILIAN COMPUTER SOCIETY IMPRESSO; NEUROCOMPUTING AMSTERDAM; INFORMATION FUSION PRINT; COMPUTERS AMP SECURITY; IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING PRINT; FUNDACAO CEARENSE DE APOIO AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; INTERNATIONAL JOURNAL OF NATURAL COMPUTING RESEARCH; FRONTIERS OF INFORMATION TECHNOLOGY AMP ELECTRONIC ENGINEERING; FUNDACAO DE AMPARO A CIENCIA E TECNOLOGIA DO ESTADO DE PERNAMBUCO; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO; NEUROCOMPUTING; NEW GENERATION COMPUTING; MACHINE LEARNING; {IT} DE AERONAUTICA; FLORESTA E AMBIENTE; SISTEMAS DE INFORMACAO MACAE; JOURNAL OF INTELLIGENT SYSTEMS; INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS,{IT} DE AERONAUTICA; JOURNAL OF INTELLIGENT SYSTEMS; INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS,0,0,602
3451634243455443,4,1,CIENCIAS HUMANAS,1,13,17,{PUC} DE GOIAS; {UE} DE GOIAS; {UE} VALE DO ACARAU; {UF} DE MINAS GERAIS; ASSOCIACAO BRASILEIRA DE PSICOLOGIA SOCIAL; DEPARTAMENTO DE TRANSITO; SOL CONSULTORIA; {I} DE ESTUDO PESQUISA E PROMOCAO DO DESENVOLVIMENTO HUMANO E SOCIAL; CENTRO DE APOIO PSICO SOCIAL; NUCLEO DE PSICOLOGIA COMUNITARIA; EMPRESA DE LIMPEZA URBANA; COMPANHIA IMPORTADORA DE MAQUINAS E ACESSORIOS IRMAOS PINTO; AUTO VIACAO FORTALEZA; {UF} DO CEARA; CRECHE {E} ESPACO VIDA; SECRETARIA DE ESTADO DE CIENCIA E TECNOLOGIA; REVISTA PLURAIS ONLINE; {UF} DE GOIAS; {UF} DE SANTA CATARINA,ASSOCIACAO BRASILEIRA DE PSICOLOGIA SOCIAL,0,0,
3451649375977152,3,0,CIENCIAS AGRARIAS; CIENCIAS SOCIAIS APLICADAS,0,12,10,CARNAPEAN IND E COM DE CONF LTDA; {CU} FILADELFIA; UNIAO NORTE PARANAENSE DE ENSINO SUPERIOR; {I} CATUAI DEENSINO SUPERIOR; {U} TECNOLOGICA FEDERAL DO PARANA; {UE} DO NORTE DO PARANA; FUNDACAO ARAUCARIA DE APOIO AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; REVISTA DE TECNOLOGIA {F} SENAI LONDRINA PR; FACESI EM REVISTA; ANAIS SIMPEP; LATIN AMERICAN JOURNAL OF MANAGEMENT FOR SUSTAINABLE DEVELOPMENT; GESTAO AMP PRODUCAO UFSCAR IMPRESSO; RESOURCES CONSERVATION AND RECYCLING; GEPROS GESTAO DA PRODUCAO OPERACOES E SISTEMAS ONLINE; JOURNAL OF CLEANER PRODUCTION; ACTA SCIENTIARUM TECHNOLOGY; EPAP ESTUDOS E PESQUISA EM ADMINISTRACAO PUBLICA; {UE} DE MARINGA,{UE} DE MARINGA,0,0,57
3451652924595400,4,0,,1,6,11,ULBRA CAMPUS CACHOEIRA DOSUL RS,,0,0,
3451667112698771,4,0,CIENCIAS HUMANAS,0,5,4,{UF} DE CAMPINA GRANDE; ESC EST PE JERONIMO LAUWEN,{UF} DE CAMPINA GRANDE,0,0,2564
3451715642749422,6,1,CIENCIAS EXATAS E DA TERRA,1,1,6,{UE} DE FEIRA DE SANTANA,{UE} DE FEIRA DE SANTANA,0,0,5235
3451781467512886,5,0,CIENCIAS BIOLOGICAS,0,1,5,LADOKE AKINTOLA {U} TECHNOLOGY,,@LADOKE AKINTOLA {U} TECHNOLOGY,0,
3451820195294357,4,0,ENGENHARIAS,0,1,4,CENTRO DE PESQUISAS AVANCADAS WERNHER VON BRAUN; MOTOROLA INDUSTRIAL LTDA; GENIUS {I} DE TECNOLOGIA; ENGEPROL ENGENHARIA E PROJETOS LTDA; MAGNETTI MARELLI SPA; AGILENT TECNOLOGIES; VENTURUS CENTRO DE INOVACAO TECNOLOGICA,VENTURUS CENTRO DE INOVACAO TECNOLOGICA,0,0,
3451824368712754,4,0,,0,4,3,{UF} DO AMAZONAS; SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL E DIREITOS HUMANOS; CARITAS ARQUIDIOCESANA DE CAMPINAS; SECRETARIA DE ASSISTENCIA CIDADANIA E INCLUSAO SOCIAL; {IF} DO AMAZONAS; REVISTA SEM ASPAS; IFAM CAMPUS AVANCADO MANACAPURU,IFAM CAMPUS AVANCADO MANACAPURU,0,0,1812
3451843875843201,4,0,CIENCIAS BIOLOGICAS,1,17,14,{UF} DA BAHIA; {U} DE PERNAMBUCO; SECRETARIA DE EDUCACAO DO ESTADO DA BAHIA; FOOD CHEMISTRY; TALANTA; {UF} DO PIAUI; O HOSPITAL SANTA MARTA; {F} MAURICIO DE NASSAU; {F} REGIONAL BRASILEIRA PIAUI; {UE} DO CEARA; {FC} HUMANAS EXATAS E DA SAUDE DO PIAUI; REVISTA INOVALE,REVISTA INOVALE,0,0,
3451912353824039,2,0,ENGENHARIAS,1,12,6,LUBRIFICANTES DE NORDESTE PETROBRAS; LABORATORIO DE CARACTERIZACAO DE MATERIAIS; GERDAU ACOS LONGOS SA; {UF} DO CEARA; GERDAU COSIGUA,GERDAU COSIGUA,0,0,
