IDLattes,DuracaoDoutorado,Genero,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,HistoricoFiliacaoemIESInternacional
3426085961007140,4.0,0.0,1,10,15.0,0
3426098812954746,4.0,0.0,0,21,7.0,0
3426116122713706,3.0,1.0,0,150,40.0,0
3426143652645788,4.0,1.0,0,18,27.0,0
3426175241880775,2.0,1.0,0,5,6.0,1
3426238035851990,4.0,1.0,1,12,17.0,1
3426240653398672,4.0,1.0,0,4,2.0,0
3426259793325875,3.0,1.0,1,5,20.0,0
3426267842157483,4.0,0.0,1,1,4.0,0
3426340603864148,7.0,1.0,1,47,37.0,0
3426369324110716,4.0,1.0,1,326,28.0,1
3426391972300713,4.0,1.0,0,1,4.0,0
3426413490359124,5.0,0.0,1,21,13.0,0
3426441277160847,4.0,1.0,1,2,4.0,1
3426442434813781,3.0,1.0,1,11,19.0,0
3426538975710525,4.0,1.0,1,15,25.0,0
3426541207229658,4.0,1.0,1,46,20.0,0
3426588794620789,4.0,1.0,1,19,9.0,0
3426609037202095,3.0,0.0,1,80,10.0,0
3426635759655451,2.0,0.0,0,2,2.0,0
3426642123602355,4.0,0.0,1,22,14.0,1
3426683621052402,3.0,0.0,1,1,3.0,0
3426728309072331,4.0,0.0,0,1,4.0,0
3426768455161602,3.0,1.0,0,7,4.0,0
3426796078386126,2.0,0.0,0,21,8.0,0
3426864919408594,4.0,1.0,1,12,10.0,0
3426884156637052,3.0,0.0,0,17,25.0,0
3426979177893812,3.0,0.0,1,11,7.0,0
3426985321350841,5.0,0.0,1,15,7.0,1
3427002759035443,2.0,0.0,0,7,1.0,0
3427056378409932,4.0,0.0,0,59,16.0,0
3427095907004941,4.0,0.0,0,1,4.0,0
3427119231936799,4.0,1.0,1,7,11.0,0
3427128700875453,4.0,1.0,0,1,4.0,0
3427164673497124,2.0,0.0,1,34,7.0,0
3427171525025565,4.0,1.0,1,13,7.0,0
3427179005675460,4.0,0.0,1,10,8.0,0
3427184253913004,5.0,0.0,1,2,5.0,0
3427195905566004,2.0,0.0,1,161,29.0,0
3427254927936650,5.0,1.0,0,8,19.0,0
3427260385507141,4.0,0.0,1,5,4.0,0
3427260889880733,3.0,0.0,1,63,24.0,0
3427289104825946,3.0,0.0,0,26,8.0,0
3427324302130093,2.0,1.0,1,62,18.0,0
3427340899701805,2.5,1.0,1,9,10.0,0
3427444080048745,4.0,0.0,0,2,3.0,0
3427466867936205,3.0,0.0,1,10,5.0,0
3427482596986632,5.0,1.0,0,10,14.0,0
3427487402885031,4.0,1.0,1,16,14.0,0
3427530485050848,4.0,0.0,0,21,9.0,0
3427575099074347,5.0,0.0,1,118,23.0,0
3427602071088402,3.0,0.0,1,9,5.0,0
3427631294577691,4.0,0.0,1,16,8.0,0
3427651478806744,3.0,0.0,1,1,3.0,0
3427705550471990,5.0,1.0,1,9,8.0,1
3427734317711826,5.0,1.0,1,1,5.0,0
3427744147059500,4.0,0.0,1,1,4.0,0
3427785940375466,2.0,1.0,0,1,2.0,0
3427790652381919,4.0,0.0,1,20,15.0,0
3427794381317928,2.0,0.0,0,1,5.0,0
3427807041675655,3.0,0.0,1,15,6.0,1
3427815361969248,4.0,0.0,1,6,11.0,0
3427828280046709,3.0,1.0,1,3,9.0,0
3427880886731571,5.0,1.0,1,3,7.0,0
3427885672312583,3.0,0.0,0,71,15.0,0
3427908352439469,4.0,0.0,0,18,7.0,0
3427949656101386,4.0,1.0,0,1,4.0,0
3427970021550102,6.0,0.0,1,17,34.0,0
3427970720246955,2.0,0.0,0,1,2.0,0
3427979118723061,4.0,1.0,0,1,4.0,1
3427982209308252,4.0,0.0,0,28,12.0,0
3428061204977867,5.0,0.0,1,7,8.0,1
3428069418812707,4.0,1.0,1,5,4.0,0
3428084252789022,3.0,0.0,1,13,9.0,0
3428086349679438,3.0,0.0,1,51,6.0,1
3428180760579107,4.0,1.0,1,1,11.0,0
3428207066639011,7.0,0.0,1,7,12.0,1
3428230410575574,6.0,1.0,1,2,4.0,1
3428239472595322,1.0,0.0,0,1,1.0,0
3428265706205507,4.0,1.0,0,11,4.0,0
3428275602012086,4.0,0.0,1,8,4.0,0
3428288938857306,3.0,1.0,0,16,13.0,0
3428301389994878,4.0,0.0,1,7,10.0,1
3428308578769156,4.0,1.0,0,6,4.0,0
3428348069661712,3.0,1.0,1,7,6.0,0
3428352082823972,4.0,0.0,1,19,17.0,0
3428359241625064,4.0,0.0,0,4,4.0,0
3428465995754995,3.0,1.0,0,1,3.0,0
3428489775026386,4.0,1.0,0,2,1.0,0
3428520945946988,4.0,0.0,1,8,3.0,0
3428538345974180,4.0,0.0,1,6,5.0,0
3428548047910201,3.0,1.0,1,2,3.0,0
3428555125292463,4.0,0.0,1,1,4.0,0
3428579793067406,4.0,1.0,1,13,9.0,0
3428600378113215,4.0,0.0,1,9,7.0,0
3428639993228691,8.0,0.0,0,1,6.0,0
3428643685217641,4.0,1.0,1,8,6.0,0
3428650014099410,4.0,0.0,0,12,2.0,0
3428693442982992,4.0,1.0,0,8,13.0,0
3428694104054866,4.0,1.0,1,6,5.0,0
3428706818523061,4.0,1.0,1,7,6.0,0
3428716799131780,7.0,1.0,1,1,7.0,1
3428769662157486,4.0,1.0,1,5,4.0,0
3428792164184537,3.0,0.0,1,8,6.0,0
3428803615625131,4.0,1.0,0,3,4.0,0
3428834744142893,3.0,0.0,0,3,4.0,0
3428847301560726,4.0,0.0,0,422,27.0,0
3428857325811742,1.0,1.0,0,7,1.0,0
3428866665838289,4.0,0.0,1,2,8.0,0
3428878189943493,5.0,1.0,0,24,23.0,1
3428887509598220,3.0,1.0,1,10,5.0,0
3428895475450770,4.0,1.0,1,25,17.0,0
3428935021005877,4.0,1.0,0,3,4.0,0
3428935182333406,5.0,0.0,1,27,19.0,0
3428955299526003,7.0,1.0,1,40,31.0,0
3428978452543709,4.0,1.0,1,6,7.0,1
3429043029308070,4.0,1.0,1,1,4.0,0
3429050334308862,5.0,0.0,1,21,19.0,0
3429068231969406,3.0,1.0,0,1,3.0,0
3429071991609949,6.0,0.0,0,4,8.0,0
3429086275125541,4.0,1.0,1,15,7.0,0
3429088345182461,3.0,1.0,0,112,14.0,1
3429134727853761,4.0,1.0,0,9,4.0,0
3429144382068615,3.0,1.0,1,84,26.0,0
3429152935788293,5.0,0.0,0,8,12.0,1
3429174536423779,4.0,1.0,1,10,8.0,0
3429218140870878,4.0,1.0,1,7,5.0,0
3429229796147870,2.0,1.0,0,4,6.0,0
3429251042188146,3.0,0.0,1,107,22.0,0
3429262967023689,5.0,1.0,1,1,5.0,0
3429284224499020,3.0,1.0,1,5,5.0,0
3429348527458464,4.0,0.0,1,13,13.0,0
3429381564403240,6.0,1.0,1,1,5.0,0
3429411921527262,4.0,0.0,1,11,6.0,0
3429414431780288,5.0,0.0,1,4,4.0,0
3429432950576137,2.0,1.0,0,47,15.0,0
3429485416871307,3.0,0.0,1,6,11.0,0
3429494402127793,4.0,0.0,1,3,4.0,0
3429510646090195,3.0,1.0,1,15,25.0,0
3429519499055351,2.0,0.0,0,14,2.0,0
3429522987868029,5.0,0.0,0,5,12.0,0
3429613655135496,6.0,0.0,1,4,7.0,0
3429619404578675,4.0,1.0,1,20,12.0,1
3429622504698211,4.0,1.0,0,40,10.0,0
3429692863055154,4.0,0.0,1,14,18.0,0
3429770707790925,6.0,0.0,1,43,36.0,0
3429816482300611,5.0,1.0,1,4,8.0,0
3429840660508520,4.0,1.0,0,35,4.0,0
3429862036145313,3.0,1.0,1,8,11.0,0
3429865555069924,4.0,0.0,1,2,4.0,0
3429911984896416,4.0,1.0,1,22,17.0,1
3430002098707111,5.0,1.0,0,2,5.0,0
3430005851953503,2.0,1.0,0,2,2.0,0
3430036596855661,4.0,0.0,1,29,6.0,0
3430063252375539,4.0,0.0,1,1,6.0,1
3430316379034033,4.0,1.0,1,10,10.0,0
3430318662329086,4.0,0.0,1,43,37.0,0
3430361037855147,4.0,0.0,0,2,6.0,0
3430404269349319,6.0,0.0,1,24,19.0,0
3430412996363454,5.0,0.0,1,1,5.0,0
3430454909058200,5.0,1.0,0,3,11.0,0
3430471564019247,4.0,1.0,1,38,16.0,0
3430484825332979,4.0,0.0,1,150,30.0,0
3430534497997843,4.0,0.0,1,38,21.0,0
3430563290105445,4.0,1.0,0,8,9.0,0
3430575558950797,5.0,1.0,1,35,32.0,0
3430576560190614,3.0,1.0,0,2,3.0,0
3430607699026670,4.0,1.0,1,10,5.0,0
3430633698914755,3.0,0.0,1,17,13.0,0
3430669311243728,4.0,1.0,1,2,3.0,0
3430674326811770,12.0,0.0,0,3,8.0,0
3430724313964061,4.0,0.0,1,2,12.0,0
3430735899067527,2.0,1.0,0,3,3.0,1
3430773760565703,5.0,0.0,1,87,23.0,1
3430855327388533,5.0,0.0,1,8,12.0,0
3430942279505634,4.0,0.0,1,9,4.0,0
3430945807932551,4.0,0.0,0,45,16.0,0
3430965191614024,4.0,1.0,0,4,8.0,0
3430989023161562,5.0,1.0,0,1,5.0,0
3430998837223274,9.0,1.0,1,6,27.0,0
3431018433401575,4.0,1.0,0,4,7.0,0
3431021528296918,3.0,0.0,1,32,14.0,0
3431074418175992,4.0,0.0,0,1,4.0,0
3431080266205866,4.0,1.0,0,1,4.0,0
3431101762188597,3.0,1.0,1,4,8.0,1
3431158301659087,3.0,1.0,1,16,9.0,0
3431175632555659,4.0,0.0,0,3,3.0,0
3431208335951135,4.0,1.0,1,6,4.0,1
3431219098977508,3.0,1.0,1,13,14.0,0
3431258642976826,3.0,0.0,0,45,8.0,0
3431259273464492,5.0,0.0,1,22,7.0,0
3431272588158801,8.0,0.0,1,13,21.0,1
3431303288339761,5.0,0.0,1,6,4.0,1
3431313967854607,2.0,0.0,0,5,2.0,0
3431327162515836,5.0,0.0,0,12,12.0,0
3431375174670630,4.0,0.0,1,224,29.0,1
3431395293510105,6.0,0.0,1,1,4.0,0
3431433828575936,5.0,0.0,1,37,18.0,1
3431442775934666,2.0,1.0,0,45,8.0,0
3431482044015696,3.0,1.0,1,16,9.0,1
3431494658506552,4.0,0.0,1,1,11.0,0
3431499086755077,4.0,0.0,1,26,19.0,0
3431513067853627,4.0,1.0,1,1,4.0,0
3431547270970765,4.0,0.0,1,6,5.0,0
3431595009135077,5.0,1.0,0,40,21.0,0
3431645067566662,5.0,1.0,1,18,19.0,0
3431718131964173,4.0,0.0,1,3,3.0,0
3431733379964662,4.0,0.0,0,11,33.0,1
3431777523511296,5.0,0.0,1,202,31.0,0
3431795837830476,5.0,0.0,1,18,26.0,1
3431800459887026,4.0,0.0,1,7,6.0,1
3431876696268959,3.0,1.0,1,26,9.0,0
3431885097618171,4.0,1.0,1,1,4.0,0
3431926935198063,4.0,0.0,1,5,3.0,0
3431928218842595,4.0,0.0,1,1,4.0,0
3431953896260706,5.0,1.0,1,2,8.0,0
3431955257582281,4.0,1.0,1,8,6.0,0
3431974109816480,5.0,1.0,1,8,7.0,0
3432052612730918,4.0,1.0,0,8,4.0,0
3432082192375254,4.0,0.0,1,11,16.0,0
3432086488988791,3.0,0.0,1,20,11.0,0
3432105269752526,4.0,1.0,0,5,3.0,0
3432113708518756,4.0,0.0,1,15,9.0,0
3432116472071090,5.0,0.0,0,20,20.0,0
3432127159516001,7.0,1.0,1,1,21.0,0
3432141406032281,2.0,0.0,0,1,2.0,0
3432172621166338,4.0,1.0,0,1,4.0,0
3432177281707815,4.0,0.0,1,1,5.0,0
3432219909419356,3.0,1.0,0,1,3.0,0
3432223849735049,2.0,1.0,1,7,3.0,0
3432249925638448,4.0,1.0,0,10,6.0,0
3432266972877767,4.0,1.0,1,61,22.0,0
3432313979980249,5.0,1.0,0,1,2.0,0
3432365678683570,5.0,1.0,1,1,5.0,0
3432369380500460,3.0,1.0,1,3,4.0,1
3432370150242442,3.0,1.0,1,130,9.0,1
3432370181524418,4.0,1.0,0,1,4.0,0
3432395588956983,4.0,0.0,0,4,8.0,0
3432403549965018,3.0,0.0,1,15,11.0,0
3432421086757835,3.0,1.0,1,12,5.0,0
3432469308106122,4.0,1.0,1,23,20.0,0
3432509065849686,5.0,1.0,0,9,4.0,0
3432516461263794,4.0,1.0,1,1,4.0,0
3432537740300931,2.0,0.0,1,2,6.0,1
3432593683495622,5.0,1.0,1,7,4.0,0
3432636303580107,4.0,0.0,0,11,7.0,0
3432670654196631,4.0,1.0,1,4,2.0,0
3432682061796649,5.0,1.0,0,8,12.0,0
3432694210028037,5.0,1.0,1,1,5.0,1
3432758307278993,2.0,1.0,0,10,7.0,0
3432770803629819,4.0,1.0,1,2,4.0,1
3432783358988478,8.0,0.0,0,1,8.0,0
3432803112673676,2.0,0.0,0,28,30.0,0
3432809140419477,3.0,1.0,1,11,17.0,0
3432832117667434,4.0,1.0,1,5,19.0,0
3432857887990643,5.0,0.0,0,48,18.0,0
3432888745867708,3.0,0.0,0,81,35.0,0
3432986445156846,4.0,0.0,1,19,17.0,1
3432992355526327,4.0,1.0,1,9,6.0,0
3433012513349649,3.0,0.0,0,26,9.0,0
3433032083766455,4.0,1.0,1,13,7.0,1
3433047807065363,4.0,1.0,1,30,20.0,0
3433051688917703,4.0,1.0,1,8,6.0,0
3433073122990837,5.0,0.0,1,55,23.0,0
3433113485204490,5.0,0.0,1,5,4.0,0
3433113944371824,4.0,0.0,1,7,4.0,0
3433166344428728,1.0,0.0,0,2,2.0,0
3433200570549304,4.0,0.0,0,11,8.0,0
3433390364502827,3.0,1.0,1,20,9.0,0
3433400867148177,5.0,1.0,1,5,11.0,0
3433407443582035,4.0,1.0,0,2,7.0,0
3433424749642072,4.0,0.0,0,7,13.0,0
3433441475132554,4.0,0.0,0,26,5.0,0
3433453361612569,5.0,0.0,0,9,9.0,0
3433455726987770,5.0,0.0,1,34,30.0,0
3433459024148444,4.0,1.0,1,7,12.0,0
3433552198834288,4.0,0.0,1,1,4.0,0
3433564869429006,3.0,0.0,0,56,9.0,0
3433593067398388,3.0,1.0,1,19,5.0,0
3433622573149211,5.0,1.0,0,13,6.0,0
3433667146980396,4.0,1.0,1,2,4.0,0
3433681046082646,2.0,0.0,0,22,14.0,0
3433796508300210,3.0,1.0,1,9,5.0,0
3433820906055929,5.0,0.0,1,1,5.0,0
3433847962770085,5.0,0.0,1,26,26.0,0
3433907563934368,3.0,1.0,0,2,1.0,0
3433917946003956,10.0,1.0,0,3,5.0,0
3433921585599138,4.0,1.0,0,2,8.0,0
3433929242064333,4.0,1.0,1,10,15.0,0
3433964793739774,3.0,1.0,0,28,16.0,0
3433967533514433,3.0,0.0,1,27,49.0,1
3433977591218020,2.0,1.0,0,6,6.0,0
3434022844028402,4.0,0.0,1,1,4.0,1
3434022917410660,4.0,1.0,1,3,5.0,0
3434037211018047,4.0,0.0,0,1,4.0,0
3434040672254510,4.0,1.0,1,4,3.0,0
3434049531680286,6.0,0.0,0,5,15.0,1
3434143132774648,3.0,1.0,1,1,3.0,0
3434165083613814,3.0,1.0,0,16,5.0,1
3434170632302743,4.0,1.0,1,6,14.0,0
3434184043593850,4.0,1.0,1,34,17.0,0
3434247493782110,6.0,0.0,0,5,14.0,0
3434305292134889,3.0,1.0,1,8,6.0,0
3434311476633468,2.0,1.0,1,17,16.0,0
3434344864605631,5.0,0.0,0,39,11.0,0
3434371171169198,4.0,1.0,1,6,2.0,0
3434386217662038,6.0,0.0,0,33,42.0,0
3434450495886988,3.0,1.0,0,9,7.0,0
3434512478247756,3.0,1.0,0,92,29.0,0
3434534100208980,4.0,0.0,0,4,4.0,0
3434650488518586,5.0,0.0,0,1,5.0,0
3434658174742468,2.0,0.0,1,147,14.0,1
3434702753691507,5.0,0.0,0,4,9.0,0
3434724359227225,4.0,0.0,0,26,6.0,0
3434737124382470,4.0,0.0,1,4,4.0,0
3434748586909693,6.0,0.0,1,19,12.0,1
3434806402536819,4.0,1.0,1,5,12.0,0
3434807607556763,4.0,0.0,1,23,26.0,1
3434836561198092,3.0,1.0,0,2,3.0,0
3434875455344412,4.0,1.0,0,11,8.0,0
3434889588355368,4.0,0.0,1,15,11.0,0
3434896099103302,4.0,1.0,0,19,4.0,0
3434910548756014,4.0,0.0,1,4,7.0,0
3434920697871797,4.0,0.0,0,4,2.0,0
3434937461596992,1.0,1.0,1,21,10.0,0
3434941226436294,5.0,0.0,1,30,40.0,0
3434998022870067,4.0,1.0,0,32,13.0,0
3435027516680871,3.0,0.0,1,2,8.0,1
3435029835701329,4.0,1.0,1,16,8.0,0
3435098579830145,4.0,1.0,0,11,18.0,1
3435116284280656,7.0,1.0,1,6,13.0,0
3435121116644070,4.0,1.0,1,5,3.0,0
3435138327445143,4.0,1.0,1,5,4.0,0
3435173285152856,3.0,1.0,0,9,11.0,0
3435215494943532,4.0,1.0,1,18,5.0,0
3435241620638638,7.0,1.0,1,1,7.0,0
3435258275344296,4.0,0.0,0,20,7.0,0
3435301113559137,4.0,0.0,1,4,2.0,0
3435367279700721,4.0,0.0,1,17,19.0,0
3435380280815239,5.0,1.0,1,7,10.0,0
3435408573093642,6.0,0.0,1,3,6.0,0
3435422354023277,9.0,0.0,1,1,9.0,0
3435434761711692,5.0,1.0,0,21,12.0,0
3435445286863278,2.0,1.0,0,61,13.0,0
3435529284510218,4.0,0.0,0,105,26.0,0
3435536269865782,3.0,1.0,0,33,8.0,0
3435575950573155,5.0,0.0,1,15,42.0,0
3435625365868183,5.0,0.0,1,5,9.0,0
3435636087445156,4.0,0.0,1,10,6.0,0
3435653179239615,4.0,0.0,0,9,10.0,1
3435671707803794,4.0,0.0,1,8,7.0,1
3435741810254100,8.0,0.0,0,273,37.0,0
3435832554705130,5.0,1.0,1,3,5.0,0
3435860269541415,5.0,0.0,1,5,7.0,0
3435971493203571,5.0,0.0,1,13,17.0,0
3435977582574621,4.0,0.0,1,30,22.0,0
3435986407796162,4.0,0.0,1,4,7.0,0
3436003728090201,5.0,0.0,0,17,5.0,0
3436006744762190,4.0,0.0,1,11,8.0,0
3436055488417194,3.0,1.0,0,13,3.0,0
3436095483096185,3.0,0.0,0,27,18.0,0
3436114117792924,3.0,0.0,0,23,8.0,0
3436164951485575,4.0,1.0,0,3,6.0,0
3436184353817774,4.0,1.0,1,7,12.0,1
3436216999013316,4.0,1.0,1,4,4.0,0
3436219043868665,4.0,0.0,0,7,5.0,0
3436223034993472,7.0,0.0,1,13,17.0,1
3436280923713085,7.0,0.0,1,27,34.0,0
3436287821205131,1.0,0.0,0,1,1.0,0
3436325838859203,4.0,1.0,1,3,3.0,0
3436335079756902,3.0,0.0,0,1,3.0,0
3436381971573239,3.0,0.0,0,4,7.0,0
3436413268425331,4.0,0.0,0,8,12.0,0
3436428029836950,2.0,0.0,0,30,9.0,0
3436446555360299,5.0,0.0,0,2,9.0,0
3436458832751881,4.0,1.0,1,52,46.0,0
3436505281743087,4.0,1.0,1,62,17.0,0
3436540563226193,4.0,0.0,0,1,4.0,0
3436563604325501,4.0,1.0,0,24,17.0,0
3436582062328350,1.0,0.0,0,21,1.0,0
3436614841970303,4.0,0.0,1,2,6.0,0
3436647334807794,5.0,1.0,0,1,5.0,0
3436667263112349,5.0,1.0,1,12,6.0,1
3436708523265662,2.0,0.0,0,6,3.0,0
3436731231705656,4.0,1.0,0,7,5.0,0
3436732005383117,7.0,1.0,1,3,12.0,1
3436741782413764,1.0,0.0,0,5,1.0,0
3436756337251449,3.0,1.0,1,194,21.0,0
3436772773295755,3.0,1.0,1,16,9.0,0
3436806052079399,4.0,1.0,1,40,20.0,0
3436807395267825,5.0,1.0,0,21,18.0,0
3436813138362665,5.0,1.0,1,9,10.0,0
3436824386339415,3.0,0.0,1,26,9.0,1
3436861915636119,4.0,1.0,0,18,9.0,0
3436883307427747,2.0,1.0,1,5,3.0,0
3436925512951508,4.0,0.0,0,8,9.0,0
3436987979059722,5.0,1.0,1,12,21.0,0
3436992085347885,3.0,1.0,0,11,9.0,0
3437018434320572,5.0,0.0,0,1,5.0,1
3437041020090528,4.0,0.0,1,33,6.0,0
3437049863442139,4.0,1.0,1,5,3.0,0
3437088948218191,4.0,0.0,1,37,18.0,1
3437090251802011,5.0,1.0,1,12,11.0,0
3437098329846745,4.0,0.0,0,2,6.0,1
3437104499382645,4.0,1.0,1,1,3.0,0
3437115237157425,3.0,1.0,0,22,10.0,0
3437117111884755,4.0,0.0,1,22,15.0,1
3437121612470119,5.0,0.0,0,14,17.0,1
3437214801665073,4.0,1.0,1,28,23.0,0
3437272356703930,4.0,1.0,0,2,4.0,0
3437329113634515,3.0,1.0,1,18,8.0,0
3437381843286365,1.0,0.0,0,31,30.0,0
3437428512727801,3.0,1.0,1,1,3.0,0
3437443704460526,4.0,1.0,1,1,4.0,0
3437487290879218,3.0,0.0,0,57,17.0,0
3437534000525313,5.0,0.0,1,5,6.0,0
3437542247428892,4.0,0.0,1,5,12.0,0
3437549814429665,4.0,0.0,1,10,6.0,0
3437556971876959,3.0,1.0,1,19,7.0,0
3437557920311682,4.0,0.0,0,16,46.0,1
3437562097058476,4.0,1.0,0,4,4.0,0
3437738829061469,4.0,1.0,1,5,5.0,0
3437739405350090,4.0,0.0,1,18,20.0,0
3437754910782297,3.0,0.0,0,7,3.0,0
3437755965976884,3.0,1.0,0,3,3.0,0
3437770554209105,4.0,1.0,1,8,4.0,0
3437791553589951,4.0,1.0,0,16,15.0,0
3437805220991791,4.0,1.0,1,1,4.0,0
3437841425208401,3.0,0.0,1,2,14.0,1
3437862733234791,5.0,0.0,1,4,6.0,0
3437864425654924,5.0,0.0,1,7,12.0,0
3437904635444820,3.0,0.0,1,4,9.0,0
3437906444902089,4.0,0.0,1,25,13.0,1
3437923035152043,4.0,1.0,0,2,4.0,0
3437933258116005,5.0,0.0,1,51,33.0,1
3437955195465077,4.0,1.0,0,1,4.0,0
3437955242977256,3.0,0.0,0,2,6.0,0
3437999996259374,5.0,1.0,1,1,5.0,1
3438009956273469,3.0,0.0,0,11,25.0,1
3438018373827933,4.0,0.0,1,17,19.0,1
3438053824269092,4.0,1.0,1,13,9.0,1
3438063671648520,5.0,0.0,0,2,5.0,1
3438076088166693,4.0,0.0,1,7,4.0,1
3438092607331878,2.0,1.0,0,4,2.0,0
3438122783296774,3.0,0.0,0,175,45.0,0
3438151690989028,4.0,1.0,1,6,5.0,0
3438193045649287,5.0,1.0,1,14,30.0,1
3438212298332347,3.0,0.0,0,1,3.0,0
3438256930029264,4.0,0.0,1,2,5.0,0
3438269788160089,4.0,1.0,0,4,2.0,0
3438314383136813,4.0,0.0,0,4,6.0,1
3438330296208546,4.0,1.0,0,155,13.0,0
3438351409592031,4.0,0.0,1,2,5.0,0
3438388225100072,2.5,1.0,1,28,21.0,0
3438431497629069,4.0,1.0,1,6,5.0,0
3438442792459992,4.0,1.0,1,14,10.0,0
3438496652854236,4.0,1.0,1,19,15.0,0
3438498978061336,4.0,0.0,0,1,4.0,0
3438503211913584,4.0,1.0,0,22,8.0,1
3438508833347823,6.0,0.0,1,35,26.0,0
3438575325582536,5.0,0.0,0,18,24.0,0
3438582580825599,8.0,0.0,0,23,16.0,1
3438600322211308,4.0,1.0,1,12,10.0,0
3438617323078694,3.0,0.0,1,34,16.0,0
3438623750590845,3.0,0.0,0,1,3.0,0
3438650012489760,3.0,1.0,1,22,15.0,0
3438663741734209,2.0,1.0,1,5,8.0,0
3438668503447038,3.0,1.0,0,14,8.0,1
3438701343488110,4.0,1.0,1,1,4.0,0
3438777924862006,4.0,0.0,1,9,4.0,0
3438852752423152,4.0,0.0,1,2,11.0,0
3438879778765325,2.0,1.0,1,43,14.0,0
3438944499886878,5.0,0.0,1,18,12.0,1
3438952298599042,4.0,1.0,1,2,8.0,0
3439000284857610,3.0,1.0,0,37,9.0,0
3439016492169636,5.0,1.0,0,1,5.0,0
3439094050347276,4.0,1.0,1,11,10.0,0
3439095738842847,4.0,0.0,1,42,30.0,1
3439112799090090,4.0,1.0,1,11,7.0,0
3439155677456557,4.0,1.0,1,2,9.0,0
3439248200454585,4.0,0.0,1,17,13.0,0
3439276696759402,4.0,0.0,1,23,10.0,0
3439312180615899,4.0,0.0,0,29,10.0,0
3439319057651158,5.0,0.0,0,20,10.0,0
3439319618691586,4.0,0.0,0,3,5.0,0
3439337724342444,4.0,0.0,0,3,4.0,0
3439338900524647,3.0,1.0,0,9,12.0,1
3439339364504459,4.0,1.0,1,1,2.0,0
3439374916871672,4.0,1.0,1,13,19.0,0
3439414249809642,3.0,0.0,0,1,3.0,0
3439422352600230,6.0,1.0,1,21,22.0,0
3439481411379579,4.0,0.0,0,8,9.0,0
3439493840726091,5.0,0.0,0,1,5.0,0
3439514004356616,4.0,1.0,0,9,6.0,1
3439564538555528,5.0,0.0,0,17,11.0,0
3439599096974863,5.0,0.0,0,173,25.0,0
3439630443277876,4.0,0.0,1,49,21.0,0
3439658064931892,2.0,1.0,1,2,1.0,0
3439672224495222,5.0,0.0,1,19,16.0,0
3439700039893381,5.0,1.0,0,1,9.0,0
3439717244358963,4.0,0.0,1,50,20.0,0
3439760608169996,4.0,0.0,1,1,4.0,0
3439761499330830,3.0,0.0,1,15,6.0,0
3439767518031603,3.0,1.0,1,5,3.0,0
3439772952723625,3.0,0.0,1,1,2.0,0
3439800498519096,5.0,1.0,0,9,11.0,0
3439803588467727,4.0,0.0,1,4,2.0,0
3439819119541439,4.0,0.0,1,20,5.0,1
3439838210399848,3.0,0.0,0,181,20.0,0
3439839488985726,3.0,0.0,0,1,3.0,0
3439845114731223,5.0,0.0,0,15,19.0,0
3439864582391517,4.0,1.0,1,10,6.0,0
3439868035552470,3.0,0.0,1,9,2.0,0
3439877129655232,5.0,1.0,0,6,13.0,0
3439888539159944,4.0,0.0,1,5,7.0,0
3439900844573007,5.0,0.0,1,4,6.0,0
3439911493424701,2.0,0.0,1,9,8.0,1
3439916789810831,3.0,1.0,1,31,14.0,0
3439962745560951,3.0,1.0,1,1,3.0,0
3439967351789116,4.0,0.0,1,137,58.0,1
3440048776755828,3.0,0.0,1,7,11.0,0
3440078666500405,3.0,0.0,0,1,3.0,0
3440109368457794,3.0,0.0,0,13,12.0,0
3440125579231107,4.0,0.0,0,26,22.0,0
3440142868763958,4.0,0.0,1,1,4.0,0
3440167117711504,5.0,0.0,1,7,15.0,0
3440201270756603,4.0,1.0,1,4,3.0,0
3440224130137251,4.0,0.0,1,18,7.0,0
3440236924373325,4.0,1.0,1,15,9.0,0
3440242119047858,3.0,0.0,1,33,6.0,0
3440258752440406,3.0,1.0,1,57,19.0,0
3440278517777295,3.0,0.0,1,8,5.0,1
3440334248147803,5.0,1.0,1,1,3.0,0
3440368323159542,2.0,1.0,0,17,14.0,0
3440387440823143,4.0,1.0,0,33,13.0,0
3440394374596838,2.0,0.0,1,140,44.0,0
3440408948185837,3.0,1.0,0,16,14.0,0
3440434999860942,3.0,1.0,1,165,27.0,0
3440487460815743,3.0,0.0,0,6,3.0,0
3440525896036193,3.0,1.0,1,4,8.0,0
3440571378915685,4.0,1.0,1,7,4.0,0
3440585194687077,4.0,0.0,0,9,7.0,0
3440643842233059,4.0,1.0,1,66,31.0,0
3440731655568663,4.0,1.0,0,18,6.0,0
3440746036455661,4.0,0.0,1,29,9.0,0
3440760638341955,3.0,1.0,1,16,4.0,0
3440780580640128,3.0,1.0,0,1,3.0,0
3440794204799048,4.0,0.0,0,13,6.0,0
3440814329803472,5.0,1.0,1,35,29.0,0
3440846345764130,3.0,1.0,1,1,3.0,0
3440875124323497,5.0,0.0,1,6,5.0,0
3440877888845307,4.0,1.0,1,3,3.0,0
3440919497390219,4.0,0.0,0,4,4.0,0
3440956514829383,3.0,0.0,0,85,9.0,0
3441040154525961,4.0,1.0,1,2,5.0,1
3441075049697416,4.0,1.0,1,16,8.0,0
3441085843178080,3.0,0.0,1,2,4.0,0
